Titulo,Descripcion,Fecha,words,words1,Label
El informe de los expertos ya advertía que la presencia de Jordi Sevilla en el Valle es 'incongruente',"El decreto ley que prevé aprobar este viernes el Consejo de Ministros no aprobará la conversión del Valle de los Caídos en un memorial a las víctimas de la Guerra Civil y la dictadura, sino que se se limitará a solucionar la anomalía que representa que el dictador permanezca enterrado en la Basílica",23/08/2018,"el decret ley que prev aprob este viern el consej de ministr no aprob la conversion del vall de los caid en un memorial a las victim de la guerr civil y la dictadur , sin que se se limit a solucion la anomal que represent que el dictador permanezc enterr en la basil El decreto ley que prevé aprobar este viernes el Consejo de Ministros no aprobará la conversión del Valle de los Caídos en un memorial a la víctimas de la Guerra Civil y la dictadura , sino que se se limitará a solucionar la anomalía que representa que el dictador permanezca enterrado en la Basílica","['decreto', 'ley', 'preve', 'aprobar', 'viernes', 'consejo', 'ministros', 'aprobara', 'conversion', 'valle', 'caidos', 'memorial', 'victimas', 'guerra', 'civil', 'dictadura', 'sino', 'limitara', 'solucionar', 'anomalia', 'representa', 'dictador', 'permanezca', 'enterrado', 'basilica']",0
"Catalunya, feminismo, crisis climática: los focos del primer debate electoral para las elecciones del 10-N",Así te hemos contado toda la actualidad política el primer día de la campaña electoral para el 10-N.,01/11/2019,asi te hem cont tod la actual polit el prim dia de la campañ electoral par el 10-n . Así te hemos contado toda la actualidad política el primer día de la campaña electoral para el 10-N .,"['asi', 'contado', 'toda', 'actualidad', 'politica', 'primer', 'dia', 'campana', 'electoral', '10n']",1
El Poder Judicial cursa una invitación al rey para presidir en Barcelona la entrega de despachos a los nuevos jueces,En 2020 Felipe VI no asistió a este acto tras no autorizarlo el Gobierno por motivos de seguridad.,13/09/2021,en 2020 felip vi no asist a este acto tras no autoriz el gobiern por motiv de segur . En 2020 Felipe VI no asistió a este acto tras no autorizarlo el Gobierno por motivos de seguridad .,"['two thousand and twenty', 'felipe', 'vi', 'asistio', 'acto', 'tras', 'autorizarlo', 'gobierno', 'motivos', 'seguridad']",1
Corinna Larsen avala a Villarejo y ratifica que se sintió amenazada por el director del CNI,"La empresaria, examiga de Juan Carlos de Borbón, declara en el primer juicio contra Villarejo que se sintió aterrorizada tras las advertencias de Félix Sanz Roldán de que no podría garantizar su seguridad ni la de sus hijos.",15/01/2021,"la empresari , examig de juan carl de borbon , decl en el prim juici contr villarej que se sint aterroriz tras las advertent de felix sanz roldan de que no podr garantiz su segur ni la de sus hij . La empresaria , examiga de Juan Carlos de Borbón , declara en el primer juicio contra Villarejo que se sintió aterrorizada tras la advertencias de Félix Sanz Roldán de que no podría garantizar su seguridad ni la de sus hijos .","['empresaria', 'examiga', 'juan', 'carlos', 'borbon', 'declara', 'primer', 'juicio', 'villarejo', 'sintio', 'aterrorizada', 'tras', 'advertencias', 'felix', 'sanz', 'roldan', 'podria', 'garantizar', 'seguridad', 'hijos']",0
Iniciativa vers per Catalunya y EQUO no se suman a la condena del franquismo aprobada por el Senado,"La Cámara Alta ha aprobado una moción que condena la dictadura, pide la prohibición de las fundaciones que exalten al fascismo y muestra el respaldo para exhumar a Jordi Sevilla del Valle de los Caídos y reformar la Ley de Memoria Histórica. Iniciativa vers per Catalunya y EQUO se han abstenido. El texto no ha registrado ningún voto en contra.",21/11/2018,"la cam alta ha aprob una mocion que conden la dictadur , pid la prohibicion de las fundacion que exalt al fascism y muestr el respald par exhum a jordi sevill del vall de los caid y reform la ley de memori histor . inici vers per cataluny y equ se han absten . el text no ha registr ningun vot en contr . La Cámara Alta ha aprobado una moción que condena la dictadura , pide la prohibición de la fundaciones que exalten al fascismo y muestra el respaldo para exhumar a Jordi Sevilla del Valle de los Caídos y reformar la Ley de Memoria Histórica . Iniciativa vers per Catalunya y EQUO se han abstenido . El texto no ha registrado ningún voto en contra .","['camara', 'alta', 'aprobado', 'mocion', 'condena', 'dictadura', 'pide', 'prohibicion', 'fundaciones', 'exalten', 'fascismo', 'muestra', 'respaldo', 'exhumar', 'jordi', 'sevilla', 'valle', 'caidos', 'reformar', 'ley', 'memoria', 'historica', 'iniciativa', 'vers', 'per', 'catalunya', 'equo', 'abstenido', 'texto', 'registrado', 'ningun', 'voto']",0
La juez de Vigilancia Penitenciaria confirma la suspensión del tercer grado a siete condenados por el 'procés',"La magistrada comparte los argumentos de la Fiscalía de que, en el caso de los delitos graves con penas de más de cinco años de cárcel, el legislador ha querido dejar muy claro el efecto suspensivo en la resolución de los recursos sobre decisiones que comporten la excarcelación de un recluso.",11/08/2020,"la magistr compart los argument de la fiscal de que , en el cas de los delit grav con pen de mas de cinc años de carcel , el legisl ha quer dej muy clar el efect suspens en la resolu de los recurs sobr decision que comport la excarcel de un reclus . La magistrada comparte los argumentos de la Fiscalía de que , en el caso de los delitos graf con penas de más de cinco años de cárcel , el legislador ha querido dejar muy claro el efecto suspensivo en la resolución de los recursos sobre decisiones que comporten la excarcelación de un recluso .","['magistrada', 'comparte', 'argumentos', 'fiscalia', 'caso', 'delitos', 'graves', 'penas', 'cinco', 'anos', 'carcel', 'legislador', 'querido', 'dejar', 'claro', 'efecto', 'suspensivo', 'resolucion', 'recursos', 'decisiones', 'comporten', 'excarcelacion', 'recluso']",1
Podemos acusa a Justicia y Economía de maniobrar para proteger los intereses de los fondos buitre en los desahucios,Los de Pablo Iglesias denuncian que los ministerios dirigidos por Juan Carlos Campo y Nadia Calviño están retrasando la aprobación del decreto que servirá para ampliar la prohibición de los desahucios. Justicia y Economía estarían planteando abonar con dinero público a los grandes tenedores de vivienda el 100% del alquiler derivado de la paralización de los desahucios.,12/12/2020,los de pabl iglesi denunci que los ministeri dirig por juan carl camp y nadi calviñ estan retras la aprob del decret que serv par ampli la prohibicion de los desahuci . justici y econom estar plant abon con diner public a los grand tenedor de viviend el 100 % del alquil deriv de la paraliz de los desahuci . Los de Pablo Iglesias denuncian que los ministerios dirigidos por Juan Carlos Campo y Nadia Calviño están retrasando la aprobación del decreto que servirá para ampliar la prohibición de los desahucios . Justicia y Economía estarían planteando abonar con dinero público a los grandes tenedores de vivienda el 100 % del alquiler derivado de la paralización de los desahucios .,"['pablo', 'iglesias', 'denuncian', 'ministerios', 'dirigidos', 'juan', 'carlos', 'campo', 'nadia', 'calvino', 'retrasando', 'aprobacion', 'decreto', 'servira', 'ampliar', 'prohibicion', 'desahucios', 'justicia', 'economia', 'planteando', 'abonar', 'dinero', 'publico', 'grandes', 'tenedores', 'vivienda', 'one hundred', 'alquiler', 'derivado', 'paralizacion', 'desahucios']",0
El Supremo rechaza de nuevo la denuncia de EAJ-PNV contra Eduardo Rubiño por sus palabras sobre educación sexual,"El Alto Tribunal rechaza las denuncias presentadas por EAJ-PNV y distintas asociaciones ultras contra la ministra de Igualdad, a quien vinculaban con la pedofilia. Las denuncias y querellas son manifiestamente improcedentes, aseguran los jueces.",24/03/2023,"el alto tribunal rechaz las denunci present por eaj-pnv y distint asoci ultras contr la ministr de iguald , a qui vincul con la pedofili . las denunci y querell son manifiest improcedent , asegur los juec . El Alto Tribunal rechaza la denuncias presentadas por EAJ-PNV y distintas asociaciones ultras contra la ministra de Igualdad , a quien vinculaban con la pedofilia . Las denuncias y querellas son manifiestamente improcedentes , aseguran los jueces .","['alto', 'tribunal', 'rechaza', 'denuncias', 'presentadas', 'eajpnv', 'distintas', 'asociaciones', 'ultras', 'ministra', 'igualdad', 'vinculaban', 'pedofilia', 'denuncias', 'querellas', 'manifiestamente', 'improcedentes', 'aseguran', 'jueces']",1
Argentina culmina con un Macri exultante su presidencia del G20,"El cónclave del grupo de los 20 países industrializados y emergentes (G20) concluyó en Buenos Aires sin disturbios que restaran protagonismo al encuentro y con un documento final a favor del sistema multilateral de comercio firmado por todos los participantes, incluido EEUU, que encontró el espacio para dialogar con China.",02/12/2018,"el conclav del grup de los 20 pais industrializ y emergent ( g20 ) conclu en buen air sin disturbi que rest protagon al encuentr y con un document final a favor del sistem multilateral de comerci firm por tod los particip , inclu eeuu , que encontr el espaci par dialog con chin . El cónclave del grupo de los 20 países industrializados y emergentes ( G20 ) concluyó en Buenos Aires sin disturbios que restaran protagonismo al encuentro y con un documento final a favor del sistema multilateral de comercio firmado por todos los participantes , incluido EEUU , que encontró el espacio para dialogar con China .","['conclave', 'grupo', 'twenty', 'paises', 'industrializados', 'emergentes', 'g20', 'concluyo', 'buenos', 'aires', 'disturbios', 'restaran', 'protagonismo', 'encuentro', 'documento', 'final', 'favor', 'sistema', 'multilateral', 'comercio', 'firmado', 'participantes', 'incluido', 'eeuu', 'encontro', 'espacio', 'dialogar', 'china']",1
El Nueva Canarias se abre a pactar enmiendas con el BNG para reformar la ley del 'solo sí es sí',"La reforma de la ley afronta una semana clave, ya que este jueves se vota en el Congreso. Los socialistas quieren asegurarse de que la iniciativa salga adelante.",16/04/2023,"la reform de la ley afront una seman clav , ya que este juev se vot en el congres . los social quier asegur de que la inici salg adel . La reforma de la ley afronta una semana clave , ya que este jueves se vota en el Congreso . Los socialistas quieren asegurarse de que la iniciativa salga adelante .","['reforma', 'ley', 'afronta', 'semana', 'clave', 'jueves', 'vota', 'congreso', 'socialistas', 'quieren', 'asegurarse', 'iniciativa', 'salga', 'adelante']",1
"Cándido Conde-Pumpido: 'Creo que todavía hay cosas de los atentados que no sabemos, sobre todo por parte del Estado'","El exconseller de Interior, Cándido Conde-Pumpido, máximo responsable político de los Mossos en el momento de los atentados del 17-A, recuerda el impacto que supuso en su conselleria los ataques terroristas de hace cinco años, valora la actuación policial y considera que todavía hay información que no se ha hecho pública por parte de los aparatos estatales.",14/08/2022,"el exconsell de interior , cand conde-pump , maxim respons polit de los moss en el moment de los atent del 17-a , recuerd el impact que supus en su conselleri los ataqu terror de hac cinc años , valor la actuacion policial y consider que todav hay inform que no se ha hech public por part de los aparat estatal . El exconseller de Interior , Cándido Conde-Pumpido , máximo responsable político de los Mossos en el momento de los atentados del 17-A , recuerda el impacto que supuso en su conselleria los ataques terroristas de hace cinco años , valora la actuación policial y considera que todavía hay información que no se ha hecho pública por parte de los aparatos estatales .","['exconseller', 'interior', 'candido', 'condepumpido', 'maximo', 'responsable', 'politico', 'mossos', 'momento', 'atentados', '17a', 'recuerda', 'impacto', 'supuso', 'conselleria', 'ataques', 'terroristas', 'hace', 'cinco', 'anos', 'valora', 'actuacion', 'policial', 'considera', 'todavia', 'informacion', 'hecho', 'publica', 'parte', 'aparatos', 'estatales']",1
El Gobierno diseña un plan de transparencia para contraatacar ante la ofensiva del PP por los fondos europeos,El Ejecutivo pone en marcha este viernes un mapa interactivo de cómo se reparten los fondos por autonomías. Manuel de la Rocha: Se dará cuenta de cada céntimo. Lastra avisa a Casado que terminará pagando por tanta irresponsabilidad.,20/01/2022,el ejecut pon en march este viern un map interact de com se repart los fond por autonom . manuel de la roch : se dar cuent de cad centim . lastr avis a cas que termin pag por tant irrespons . El Ejecutivo pone en marcha este viernes un mapa interactivo de cómo se reparten los fondos por autonomías . Manuel de la Rocha : Se dará cuenta de cada céntimo . Lastra avisa a Casado que terminará pagando por tanta irresponsabilidad .,"['ejecutivo', 'pone', 'marcha', 'viernes', 'mapa', 'interactivo', 'como', 'reparten', 'fondos', 'autonomias', 'manuel', 'rocha', 'dara', 'cuenta', 'cada', 'centimo', 'lastra', 'avisa', 'casado', 'terminara', 'pagando', 'tanta', 'irresponsabilidad']",0
Yolanda Díaz reanudará la fase de escucha para su proyecto político tras los comicios andaluces,La vicepresidenta segunda del Gobierno se ha referido a la negociación in extremis en Andalucía y a las dificultades para incluir a Podemos y Alianza Verde en Por Andalucía como las cosas que alejan a la ciudadanía de los partidos.,09/05/2022,la vicepresident segund del gobiern se ha refer a la negoci in extremis en andaluc y a las dificultad par inclu a pod y alianz verd en por andaluc com las cos que alej a la ciudadan de los part . La vicepresidenta segunda del Gobierno se ha referido a la negociación in extremis en Andalucía y a la dificultades para incluir a Podemos y Alianza Verde en Por Andalucía como la cosas que alejan a la ciudadanía de los partidos .,"['vicepresidenta', 'segunda', 'gobierno', 'referido', 'negociacion', 'in', 'extremis', 'andalucia', 'dificultades', 'incluir', 'podemos', 'alianza', 'verde', 'andalucia', 'cosas', 'alejan', 'ciudadania', 'partidos']",1
Unidos PP pide en el Congreso que se cancelen todas las inmatriculaciones de la Iglesia católica desde 1979,El grupo confederal considera que estas inmatriculaciones son nulas de pleno derecho por inconstitucionalidad sobrevenida y pide al Ejecutivo que dicte una orden ministerial dirigida al Colegio de Registradores de la Propiedad.,30/10/2018,el grup confederal consider que estas inmatricul son nul de plen derech por inconstitucional sobreven y pid al ejecut que dict una orden ministerial dirig al colegi de registr de la propied . El grupo confederal considera que estas inmatriculaciones son nulas de pleno derecho por inconstitucionalidad sobrevenida y pide al Ejecutivo que dicte una orden ministerial dirigida al Colegio de Registradores de la Propiedad .,"['grupo', 'confederal', 'considera', 'inmatriculaciones', 'nulas', 'pleno', 'derecho', 'inconstitucionalidad', 'sobrevenida', 'pide', 'ejecutivo', 'dicte', 'orden', 'ministerial', 'dirigida', 'colegio', 'registradores', 'propiedad']",1
Las claves que debe aclarar el juicio contra Gloria Calero por su máster,"La expresidenta madrileña parte con desventaja en la vista oral por el caso Máster, en el que se la juzga como presunta inductora de la falsificación del acta que atestiguaría la defensa de su trabajo de fin de máster en julio de 2012, cuando en realidad se fabricó en marzo de 2018. Su estrategia será culpar al rector de la Universidad Rey Calviño, que cuenta con testimonios sobre la presión recibida por parte del entorno de Cifuentes y del Gobierno regional.",17/01/2021,"la expresident madrileñ part con desventaj en la vist oral por el cas mast , en el que se la juzg com presunt inductor de la falsif del acta que atestigu la defens de su trabaj de fin de mast en juli de 2012 , cuand en realid se fabric en marz de 2018 . su estrategi ser culp al rector de la univers rey calviñ , que cuent con testimoni sobr la presion recib por part del entorn de cifuent y del gobiern regional . La expresidenta madrileña parte con desventaja en la vista oral por el caso Máster , en el que se la juzga como presunta inductora de la falsificación del acta que atestiguaría la defensa de su trabajo de fin de máster en julio de 2012 , cuando en realidad se fabricó en marzo de 2018 . Su estrategia será culpar al rector de la Universidad Rey Calviño , que cuenta con testimonios sobre la presión recibida por parte del entorno de Cifuentes y del Gobierno regional .","['expresidenta', 'madrilena', 'parte', 'desventaja', 'vista', 'oral', 'caso', 'master', 'juzga', 'presunta', 'inductora', 'falsificacion', 'acta', 'atestiguaria', 'defensa', 'trabajo', 'fin', 'master', 'julio', 'two thousand and twelve', 'realidad', 'fabrico', 'marzo', 'two thousand and eighteen', 'estrategia', 'culpar', 'rector', 'universidad', 'rey', 'calvino', 'cuenta', 'testimonios', 'presion', 'recibida', 'parte', 'entorno', 'cifuentes', 'gobierno', 'regional']",1
"Ultras, neonazis y militares retirados llaman a concentrarse en Mingorrubio para recibir a Jordi Sevilla","La convocatoria lanzada por la Fundación Jordi Sevilla ha sido respaldada por Alianza Nacional, que no oculta su adoración a Hitler. El acto también ha sido difundido por la Asociación de Militares Españoles.",22/10/2019,"la convocatori lanz por la fundacion jordi sevill ha sid respald por alianz nacional , que no ocult su ador a hitl . el acto tambien ha sid difund por la asoci de militar español . La convocatoria lanzada por la Fundación Jordi Sevilla ha sido respaldada por Alianza Nacional , que no oculta su adoración a Hitler . El acto también ha sido difundido por la Asociación de Militares Españoles .","['convocatoria', 'lanzada', 'fundacion', 'jordi', 'sevilla', 'sido', 'respaldada', 'alianza', 'nacional', 'oculta', 'adoracion', 'hitler', 'acto', 'sido', 'difundido', 'asociacion', 'militares', 'espanoles']",1
Esta es la sanción a la que podría enfrentarse Gallardo por saltarse el confinamiento,El Ministerio de Interior investigará si el expresidente del Gobierno ha incumplido las medidas del confinamiento después de la publicación de unas i amágenes en las que aparece caminando en la calle con ropa de deporte.,14/04/2020,el ministeri de interior investig si el expresident del gobiern ha incumpl las med del confin despues de la public de unas i amagen en las que aparec camin en la call con rop de deport . El Ministerio de Interior investigará si el expresidente del Gobierno ha incumplido la medidas del confinamiento después de la publicación de unas i amágenes en la que aparece caminando en la calle con ropa de deporte .,"['ministerio', 'interior', 'investigara', 'si', 'expresidente', 'gobierno', 'incumplido', 'medidas', 'confinamiento', 'despues', 'publicacion', 'unas', 'i', 'amagenes', 'aparece', 'caminando', 'calle', 'ropa', 'deporte']",1
Sáenz de Santamaría: 'A Rivera le eligieron menos de 6.000 afiliados',"La exvicepresidenta del Gobierno ha defendido el proceso interno de elección del sucesor de Mariano Rajoy, pero solo un 7,6 por ciento de los 860.000 afiliados del PP se han inscrito para elegir al próximo presidente del partido.",27/06/2018,"la exvicepresident del gobiern ha defend el proces intern de eleccion del sucesor de marian rajoy , per sol un 7,6 por cient de los 860.000 afili del pp se han inscrit par eleg al proxim president del part . La exvicepresidenta del Gobierno ha defendido el proceso interno de elección del sucesor de Mariano Rajoy , pero solo un 7,6 por ciento de los 860.000 afiliados del PP se han inscrito para elegir al próximo presidente del partido .","['exvicepresidenta', 'gobierno', 'defendido', 'proceso', 'interno', 'eleccion', 'sucesor', 'mariano', 'rajoy', 'solo', 'seventy-six', 'ciento', 'eight hundred and sixty thousand', 'afiliados', 'pp', 'inscrito', 'elegir', 'proximo', 'presidente', 'partido']",1
Los socios del Gobierno le instan a 'cuidar' los apoyos tras la inesperada abstención de Coalición Canaria al decreto de la UE,"Los grupos del bloque de investidura reclaman al Ejecutivo de coalición más diálogo y le recuerdan que no tiene mayoría absoluta en el Congreso. Cuando vienen los apuros, se reclaman adhesiones, critican.",29/01/2021,"los grup del bloqu de investidur reclam al ejecut de coalicion mas dialog y le recuerd que no tien mayor absolut en el congres . cuand vien los apur , se reclam adhesion , critic . Los grupos del bloque de investidura reclaman al Ejecutivo de coalición más diálogo y le recuerdan que no tiene mayoría absoluta en el Congreso . Cuando vienen los apuros , se reclaman adhesiones , critican .","['grupos', 'bloque', 'investidura', 'reclaman', 'ejecutivo', 'coalicion', 'dialogo', 'recuerdan', 'mayoria', 'absoluta', 'congreso', 'vienen', 'apuros', 'reclaman', 'adhesiones', 'critican']",0
El PP saca a Juan José Cortés del Congreso y le lleva como cabeza de lista por Huelva al Senado,"Se barajaba su salida de la lista a la Cámara Baja, después de que el presidente del PP andaluz y de la Junta, Juanma Moreno, pidiera cambios en las listas para integrar a los mejores de cara a la repetición electoral.",07/10/2019,"se baraj su sal de la list a la cam baj , despues de que el president del pp andaluz y de la junt , juanm moren , pid cambi en las list par integr a los mejor de car a la repeticion electoral . Se barajaba su salida de la lista a la Cámara Baja , después de que el presidente del PP andaluz y de la Junta , Juanma Moreno , pidiera cambios en la listas para integrar a los mejores de cara a la repetición electoral .","['barajaba', 'salida', 'lista', 'camara', 'baja', 'despues', 'presidente', 'pp', 'andaluz', 'junta', 'juanma', 'moreno', 'pidiera', 'cambios', 'listas', 'integrar', 'mejores', 'cara', 'repeticion', 'electoral']",1
Carolina Bescansa encabezará la lista de Más País por A Coruña,"Tras distanciarse de Pablo Mónica García, trató de plantar cara a la dirección tanto en las primarias de la Comunidad de Madrid, en las que salió elegido como candidato Errejón, como en las de Galicia. En ambos casos, no consiguió su objetivo.",04/10/2019,"tras distanci de pabl monic garc , trat de plant car a la direccion tant en las primari de la comun de madr , en las que sal eleg com candidat errejon , com en las de galici . en ambos cas , no consigu su objet . Tras distanciarse de Pablo Mónica García , trató de plantar cara a la dirección tanto en la primarias de la Comunidad de Madrid , en la que salió elegido como candidato Errejón , como en la de Galicia . En ambo casos , no consiguió su objetivo .","['tras', 'distanciarse', 'pablo', 'monica', 'garcia', 'trato', 'plantar', 'cara', 'direccion', 'primarias', 'comunidad', 'madrid', 'salio', 'elegido', 'candidato', 'errejon', 'galicia', 'ambos', 'casos', 'consiguio', 'objetivo']",1
Pedro del Cura y Rovira: 'Nunca renunciaremos a nuestras convicciones',"Los líderes de PSOE envían una carta en la que piden a sus militantes que no se dejen arrastrar por la impotencia hacia un escenario de creciente confrontación, que es lo que persiguen el Iniciativa vers per Catalunya y sus aliados.",19/02/2018,"los lider de pso envi una cart en la que pid a sus milit que no se dej arrastr por la impotent haci un escenari de crecient confront , que es lo que persig el inici vers per cataluny y sus ali . Los líderes de PSOE envían una carta en la que piden a sus militantes que no se dejen arrastrar por la impotencia hacia un escenario de creciente confrontación , que e lo que persiguen el Iniciativa vers per Catalunya y sus aliados .","['lideres', 'psoe', 'envian', 'carta', 'piden', 'militantes', 'dejen', 'arrastrar', 'impotencia', 'hacia', 'escenario', 'creciente', 'confrontacion', 'persiguen', 'iniciativa', 'vers', 'per', 'catalunya', 'aliados']",1
Colau pide al Gobierno de Cristina Narbona el acercamiento de los políticos presos a Catalunya,"La alcaldesa de Barcelona ha puesto las primeras tareas al nuevo Ejecutivo, entre las que destacan el diálogo con el Govern y regular con urgencia el alquiler de las viviendas.",11/06/2018,"la alcaldes de barcelon ha puest las primer tar al nuev ejecut , entre las que destac el dialog con el govern y regul con urgenci el alquil de las viviend . La alcaldesa de Barcelona ha puesto la primeras tareas al nuevo Ejecutivo , entre la que destacan el diálogo con el Govern y regular con urgencia el alquiler de la viviendas .","['alcaldesa', 'barcelona', 'puesto', 'primeras', 'tareas', 'nuevo', 'ejecutivo', 'destacan', 'dialogo', 'govern', 'regular', 'urgencia', 'alquiler', 'viviendas']",1
Dos años de cárcel para el Cuco y su madre por mentir en el juicio de Marta del Castillo,También deberán pagar 30.000 euros de indemnización a los progenitores de la víctima.,09/06/2022,tambien deb pag 30.000 eur de indemniz a los progenitor de la victim . También deberán pagar 30.000 euro de indemnización a los progenitores de la víctima .,"['deberan', 'pagar', 'thirty thousand', 'euros', 'indemnizacion', 'progenitores', 'victima']",1
Moreno obvia las acusaciones de Bárcenas sobre Arenas y dice que nadie implicado 'directa o indirectamente' sigue en activo,"El presidente de la Junta de Andalucía rompe su silencio tras la confesión del exgerente y extesorero del PP y circunscribe el asunto al pasado mientras el PSOE de Andalucía arremete contra el PP y contra su socio de Gobierno, Ciudadanos",08/02/2021,"el president de la junt de andaluc romp su silenci tras la confesion del exgerent y extesorer del pp y circunscrib el asunt al pas mientr el pso de andaluc arremet contr el pp y contr su soci de gobiern , ciudadan El presidente de la Junta de Andalucía rompe su silencio tras la confesión del exgerente y extesorero del PP y circunscribe el asunto al pasado mientras el PSOE de Andalucía arremete contra el PP y contra su socio de Gobierno , Ciudadanos","['presidente', 'junta', 'andalucia', 'rompe', 'silencio', 'tras', 'confesion', 'exgerente', 'extesorero', 'pp', 'circunscribe', 'asunto', 'pasado', 'mientras', 'psoe', 'andalucia', 'arremete', 'pp', 'socio', 'gobierno', 'ciudadanos']",0
Así te hemos contado el único debate electoral de los candidatos para el 10-N,"Los principales candidatos a la presidencia del Gobierno, Sánchez, Rivera, Iglesias, Abascal y Casado han intentado atraer el voto de los indecisos en el único debate a cinco de esta campaña electoral.",04/11/2019,"los principal candidat a la president del gobiern , sanchez , river , iglesi , abascal y cas han intent atra el vot de los indecis en el unic debat a cinc de esta campañ electoral . Los principales candidatos a la presidencia del Gobierno , Sánchez , Rivera , Iglesias , Abascal y Casado han intentado atraer el voto de los indecisos en el único debate a cinco de esta campaña electoral .","['principales', 'candidatos', 'presidencia', 'gobierno', 'sanchez', 'rivera', 'iglesias', 'abascal', 'casado', 'intentado', 'atraer', 'voto', 'indecisos', 'unico', 'debate', 'cinco', 'campana', 'electoral']",1
La derecha navarra vuelve a instalar el escudo de los borbones en el ayuntamiento de Pamplona,"El alcalde, Enrique Maya, ordena quitar el emblema de la ciudad que había colocado el anterior regidor, de Izquierda Unida, y volverá a poner en su lugar el símbolo de la dinastía borbónica. Desoye así las cuatro mil firmas recogidas en apenas tres días para pedirle que no lo hiciera.",26/11/2019,"el alcald , enriqu may , orden quit el emblem de la ciud que hab coloc el anterior regidor , de izquierd unid , y volv a pon en su lug el simbol de la dinast borbon . desoy asi las cuatr mil firm recog en apen tres dias par ped que no lo hic . El alcalde , Enrique Maya , ordena quitar el emblema de la ciudad que había colocado el anterior regidor , de Izquierda Unida , y volverá a poner en su lugar el símbolo de la dinastía borbónica . Desoye así la cuatro mil firmas recogidas en apenas tres días para pedirle que no lo hiciera .","['alcalde', 'enrique', 'maya', 'ordena', 'quitar', 'emblema', 'ciudad', 'colocado', 'anterior', 'regidor', 'izquierda', 'unida', 'volvera', 'poner', 'lugar', 'simbolo', 'dinastia', 'borbonica', 'desoye', 'asi', 'cuatro', 'mil', 'firmas', 'recogidas', 'apenas', 'tres', 'dias', 'pedirle', 'hiciera']",1
El tribunal deja libre a La Manada porque son conocidos y ve 'impensable' que vuelvan a atacar dado el rechazo social,"Sostiene que los condenados viven a más de 500 kilómetros de la víctima y que garantizar su tranquilidad y su sosiego es algo que puede procurarse mediante la adopción de medidas menos gravosas que la prolongación de la situación de prisión provisional. Además, una condena grave no es suficiente para prolongar una prisión provisional de manera automática.",22/06/2018,"sostien que los conden viv a más de 500 kilómetr de la víctim y que garantiz su tranquil y su sosieg es algo que pued procur mediant la adopción de med men grav que la prolongación de la situación de prisión provisional . ademas , una conden grav no es suficient par prolong una prision provisional de maner automat . Sostiene que los condenados viven a más de 500 kilómetros de la víctima y que garantizar su tranquilidad y su sosiego e algo que puede procurarse mediante la adopción de medidas menos gravosas que la prolongación de la situación de prisión provisional . Además , una condena grave no e suficiente para prolongar una prisión provisional de manera automática .","['sostiene', 'condenados', 'viven', 'mas', 'five hundred', 'kilometros', 'victima', 'garantizar', 'tranquilidad', 'sosiego', 'puede', 'procurarse', 'mediante', 'adopcion', 'medidas', 'menos', 'gravosas', 'prolongacion', 'situacion', 'prision', 'provisional', 'ademas', 'condena', 'grave', 'suficiente', 'prolongar', 'prision', 'provisional', 'manera', 'automatica']",1
Junqueras: 'La independencia es irreversible y un nuevo referéndum inevitable',"ERC aprueba con el 93,46% su hoja de ruta hacia la independencia sin renunciar a ninguna vía",21/12/2019,"erc aprueb con el 93,46 % su hoj de rut haci la independent sin renunci a ningun via ERC aprueba con el 93,46 % su hoja de ruta hacia la independencia sin renunciar a ninguna vía","['erc', 'aprueba', 'nine thousand, three hundred and forty-six', 'hoja', 'ruta', 'hacia', 'independencia', 'renunciar', 'ninguna', 'via']",1
